Property Name,Property Code,Brand,#Rooms,Activation Date,Revenue,Profit Margin,Gross Profit,Flag,Size Subset,SPOR,Group,Type
Hilton Garden Inn Jacksonville Downtown Southbank,JAXSB,Hilto,123.0,2018-12-17,9314.75,0.66056,6152.95,Hilton Garden Inn,3,3.637072789639027,Select Service,Focused Service
Embassy Suites by Hilton Laredo,LRDES,Hilto,320.0,2018-02-16,8669.73,0.62292,5400.56,Embassy Suites,5,1.3011923315211125,All Suites,All Suites
DoubleTree by Hilton Deadwood at Cadillac Jack's,RAPDW,Hilto,107.0,2018-12-28,8616.97,0.44903,3869.29,DoubleTree by Hilton,3,3.8677349438343853,Full Service,Full Service
Hampton Inn & Suites Pittsburgh Downtown,PITDN,Hilto,143.0,2014-12-30,8563.23,0.62681,5367.5,Hampton Inn & Suites by Hilton,3,2.875990667034583,Select Service,Focused Service
Hilton Denver Inverness,DENIR,Hilto,302.0,2018-02-15,8543.2,0.67385,5756.87,Hilton Hotels & Resorts,5,1.3586247801251732,Full Service,Full Service
Crowne Plaza Lansing West,LANCP,IHG,212.0,2018-10-26,4052.0,0.59598,2414.91,Crowne Plaza,5,0.9179509522404526,Full service,Full service
DoubleTree Suites Salt Lake City Downtown,SLCWS,Hilto,241.0,2016-03-04,7875.21,0.62484,4920.71,DoubleTree by Hilton,5,1.5693904367105527,Full Service,Full Service
Embassy Suites Bloomington,MSPWE,Hilto,234.0,2015-10-19,7732.53,0.60569,4683.48,Embassy Suites,5,1.5870538287163327,All Suites,All Suites
Embassy Suites Minneapolis Airport,MSPAP,Hilto,310.0,2018-05-09,7689.22,0.64994,4997.53,Embassy Suites,5,1.1912598207568565,All Suites,All Suites
Embassy Suites Seattle - Bellevue,SEABL,Hilto,240.0,2016-03-09,7512.71,0.59043,4435.75,Embassy Suites,5,1.5033887085206388,All Suites,All Suites
Hampton Inn & Suites LAX El Segundo,LAXEL,Hilto,171.0,2018-06-22,7393.71,0.67798,5012.78,Hampton Inn & Suites by Hilton,4,2.0765969077995248,Select Service,Focused Service
Hilton Garden Inn Washington DC Downtown,DCACH,Hilto,300.0,2015-09-29,7271.0,0.68611,4988.71,Hilton Garden Inn,5,1.1640155735710351,Select Service,Focused Service
Hilton Garden Inn Chicago North Shore/Evanston,ORDEV,Hilto,178.0,2018-11-09,7052.48,0.65785,4639.44,Hilton Garden Inn,4,1.9028640525849772,Select Service,Focused Service
Hilton Garden Inn Houston Hobby Airport,HOUMR,Hilto,136.0,2018-11-20,7000.8,0.6,4200.48,Hilton Garden Inn,3,2.4722629667381613,Select Service,Focused Service
Crowne Plaza Greenville-I-385-Roper Mtn Rd,GSPRM,IHG,202.0,2018-09-19,4206.45,0.62329,2621.82,Crowne Plaza,5,1.0001157404325363,Full service,Full service
Hampton Inn Indianapolis Dwtn Across from Circle Centre,INDDT,Hilto,180.0,2018-01-16,6806.97,0.57805,3934.79,Hampton Inn by Hilton,4,1.8162148922273023,Select Service,Focused Service
Hilton Garden Inn Los Angeles Montebello,LGBMB,Hilto,121.0,2015-03-30,6401.02,0.66693,4269.03,Hilton Garden Inn,3,2.540678513444557,Select Service,Focused Service
Tru by Hilton Pigeon Forge,TYSPF,Hilto,102.0,2018-06-18,6382.86,0.57548,3673.2,Tru by Hilton,3,3.005391459999683,Select Service,Focused Service
Hampton Inn Washington DC NoMa Union Station,DCANY,Hilto,125.0,2018-09-05,6345.5,0.64032,4063.16,Hampton Inn by Hilton,3,2.4380451070042644,Select Service,Focused Service
Hilton Garden Inn Abilene,ABIAB,Hilto,123.0,2015-03-19,6326.34,0.60806,3846.81,Hilton Garden Inn,3,2.47020683024289,Select Service,Focused Service
Homewood Suites by Hilton Ft.Lauderdale Airport-Cruise Port,FLLAR,Hilto,124.0,2018-08-29,6263.65,0.49787,3118.47,Homewood Suites by Hilton,3,2.426005035713533,All Suites,All Suites
DoubleTree Annapolis,ANPDT,Hilto,224.0,2016-08-05,6198.79,0.63161,3915.2,DoubleTree by Hilton,5,1.329060669826389,Full Service,Full Service
Hilton Garden Inn New York Midtown Park Ave,NYCET,Hilto,232.0,2015-10-15,6186.59,0.62622,3874.16,Hilton Garden Inn,5,1.280705431229903,Select Service,Focused Service
Hilton Garden Inn New Orleans French Quarter CBD,MSYOR,Hilto,155.0,2016-01-16,6140.09,0.6477,3976.91,Hilton Garden Inn,4,1.9025187243520065,Select Service,Focused Service
Embassy Suites Dallas Love Field,DALLF,Hilto,248.0,2016-11-02,6108.59,0.61261,3742.18,Embassy Suites,5,1.1829739928882785,All Suites,All Suites
Tru By Hilton Charlotte Ayrsley,CLTCA,Hilto,92.0,2018-04-27,5986.33,0.58382,3494.95,Tru by Hilton,2,3.1250626439767397,Select Service,Focused Service
Homewood Suites by Hilton Washington DC NoMa Union Station,DCANE,Hilto,114.0,2018-09-13,5714.31,0.649,3708.61,Homewood Suites by Hilton,3,2.4073811001935237,All Suites,All Suites
Hilton Garden Inn Denver Airport,DENAH,Hilto,157.0,2013-10-10,5568.52,0.63473,3534.51,Hilton Garden Inn,4,1.7034368278507448,Select Service,Focused Service
Embassy Suites Seattle North Lynnwood,SEALW,Hilto,240.0,2018-02-23,5538.37,0.59302,3284.35,Embassy Suites,5,1.108298193542603,All Suites,All Suites
Tru by Hilton Meridian Boise West,BOIMW,Hilto,92.0,2018-04-21,5526.06,0.62526,3455.23,Tru by Hilton,2,2.8847864508595586,Select Service,Focused Service
Tru by Hilton Chicopee Springfield,BDLRU,Hilto,108.0,2018-06-13,5452.86,0.60806,3315.66,Tru by Hilton,3,2.424859013929978,Select Service,Focused Service
Hilton Garden Inn Tampa - Wesley Chapel,TPAWL,Hilto,124.0,2018-10-04,5336.97,0.6391,3410.85,Hilton Garden Inn,3,2.0670880549602955,Select Service,Focused Service
Embassy Suites San Diego La Jolla,SANLJ,Hilto,450.0,2018-02-22,5330.2,0.51521,2746.17,Embassy Suites,5,0.5688750570988247,All Suites,All Suites
The Saratoga Hilton (Gift Shop),ALBSA:Gift Shop,Hilto,245.0,2017-07-17,5224.85,0.59527,3110.19,Hilton Hotels & Resorts,5,1.0242209228564059,Full Service,Full Service
Crowne Plaza Greenville-I-385-Roper Mtn Rd,GSPRM,IHG,202.0,2018-09-19,4293.76,0.63306,2718.2,Crowne Plaza,5,1.0208743623814873,Full service,Full service
Tru by Hilton San Antonio Downtown,SATDO,Hilto,94.0,2018-04-25,5033.87,0.55969,2817.43,Tru by Hilton,2,2.571935322484261,Select Service,Focused Service
Hilton Richmond Downtown,RICRD (RICDT),Hilto,250.0,2015-10-19,4971.52,0.72393,3599.02,Full Services,5,0.9550697352749068,Other,Other
Tru by Hilton Raleigh Durham Airport,RDUAT,Hilto,106.0,2018-08-20,4967.27,0.65803,3268.62,Tru by Hilton,3,2.250597347747006,Select Service,Focused Service
Embassy Suites by Hilton Memphis,MEMPE,Hilto,220.0,2018-01-31,4892.5,0.69296,3390.29,Embassy Suites,5,1.0680560746357803,All Suites,All Suites
Doubletree by Hilton Denver Tech Center,DENEW,Hilto,305.0,2016-11-22,4836.22,0.68036,3290.36,DoubleTree by Hilton,5,0.7615389315131134,Full Service,Full Service
Hampton Inn & Suites Hood River,PDXHR,Hilto,88.0,2018-09-17,4732.0,0.54997,2602.45,Hampton Inn & Suites by Hilton,2,2.582545398659434,Select Service,Focused Service
Tru by Hilton North Platte,LBFRU,Hilto,98.0,2018-05-14,4730.36,0.59157,2798.33,Tru by Hilton,2,2.318216640019822,Select Service,Focused Service
Tru By Hilton Lake Charles,LCHRU,Hilto,98.0,2018-05-23,4684.19,0.69857,3272.24,Tru by Hilton,2,2.295590019155931,Select Service,Focused Service
La Quinta Inn & Suites Atlanta Airport North,6739,Wyndh,188.0,2016-10-04,4681.11,0.68604,3211.45,La Quinta Inn & Suites,4,1.1958505242918767,Other,Other
Hampton Inn & Suites Columbia South,BALCO,Hilto,124.0,2015-06-30,4671.66,0.58437,2729.98,Hampton Inn & Suites by Hilton,3,1.809403572220907,Select Service,Focused Service
Hampton Inn Orlando International Drive/Convention Center,MCOCC,Hilto,170.0,2018-01-29,4644.27,0.67866,3151.89,Hampton Inn by Hilton,4,1.3120622475754815,Select Service,Focused Service
Hilton Garden Inn Greenville,GSPGV,Hilto,120.0,2018-04-23,4618.03,0.58879,2719.05,Hilton Garden Inn,3,1.848252936053585,Select Service,Focused Service
Homewood Suites by Hilton Odessa,MAFOD,Hilto,121.0,2017-10-09,4526.02,0.62309,2820.13,Homewood Suites by Hilton,3,1.7964577153985355,All Suites,All Suites
"Hampton Inn & Suites Roseburg, OR",OTHRO,Hilto,90.0,2018-04-22,4515.81,0.59922,2705.96,Hampton Inn & Suites by Hilton,2,2.4097891932736517,Select Service,Focused Service
Hilton Garden Inn San Antonio Live Oak Convention Center,SATLI,Hilto,138.0,2017-06-27,4509.37,0.64647,2915.19,Hilton Garden Inn,3,1.5693603855082485,Select Service,Focused Service
Hilton Garden Inn Cincinnati Midtown,CVGMD,Hilto,120.0,2018-10-17,4496.25,0.69937,3144.54,Hilton Garden Inn,3,1.7995134859953126,Select Service,Focused Service
Tru By Hilton Cedar Rapids Westdale,CIDRU,Hilto,95.0,2018-02-16,4390.05,0.66844,2934.5,Tru by Hilton,2,2.2193804814029154,Select Service,Focused Service
Tru by Hilton Fort Wayne North,FWARU,Hilto,92.0,2018-06-27,4359.95,0.56983,2484.41,Tru by Hilton,2,2.2760383865584397,Select Service,Focused Service
Tru by Hilton Lafayette,LFTRU,Hilto,98.0,2018-10-24,4299.86,0.67974,2922.78,Tru by Hilton,2,2.1072406754994613,Select Service,Focused Service
Tru by Hilton Fayetteville I-95,FAYRU,Hilto,109.0,2018-12-20,4281.04,0.65275,2794.45,Tru by Hilton,3,1.8862909829347998,Select Service,Focused Service
Hilton Garden Inn Seattle Issaquah,SEAIS,Hilto,179.0,2015-11-03,4278.2,0.62705,2682.66,Hilton Garden Inn,4,1.147873297883826,Select Service,Focused Service
Tru by Hilton Louisville Airport,SDFLA,Hilto,98.0,2018-10-11,4253.41,0.63965,2720.71,Tru by Hilton,2,2.0844768344960447,Select Service,Focused Service
Tru by Hilton Madison West,MSNCB,Hilto,106.0,2018-04-11,4245.33,0.58391,2478.9,Tru by Hilton,3,1.9234968983588159,Select Service,Focused Service
Hampton Inn & Suites Mount Vernon Belvoir Alexandria South Area,WASFB,Hilto,131.0,2014-12-30,4100.0,0.56061,2298.5,Hampton Inn & Suites by Hilton,3,1.5031366428931552,Select Service,Focused Service
Homewood Suites San Diego Airport Liberty Station,SANLS,Hilto,150.0,2014-10-21,4089.54,0.57176,2338.25,Homewood Suites by Hilton,4,1.3093902485880047,All Suites,All Suites
Hilton Garden Inn Dallas Arlington,DFWAR,Hilto,132.0,2015-03-11,4059.61,0.66847,2713.72,Hilton Garden Inn,3,1.4770536948227422,Select Service,Focused Service
TRU by Hilton Syracuse - Camillus,SYRRU,Hilto,92.0,2018-07-19,4024.17,0.62956,2533.44,Tru by Hilton,2,2.100750098977483,Select Service,Focused Service
Tru By Hilton Tallahassee Central,TLHCN,Hilto,90.0,2018-04-04,4004.26,0.61183,2449.94,Tru by Hilton,2,2.136808784040505,Select Service,Focused Service
Tru by Hilton Bowling Green,BWGRU,Hilto,88.0,2018-07-02,3988.82,0.60534,2414.6,Tru by Hilton,2,2.1769460560187497,Select Service,Focused Service
Hampton Inn & Suites Syracuse North Airport Area,SYRNA,Hilto,105.0,2018-06-01,3968.56,0.60145,2386.88,Hampton Inn & Suites by Hilton,3,1.8152211897169057,Select Service,Focused Service
Hampton Inn & Suites Asheville Biltmore Area,AVLBA,Hilto,114.0,2018-09-19,3946.45,0.55383,2185.67,Hampton Inn & Suites by Hilton,3,1.6625995339522586,Select Service,Focused Service
Tru by Hilton Salt Lake City Airport,SLCRU,Hilto,95.0,2018-03-28,3924.27,0.56969,2235.62,Tru by Hilton,2,1.9839063887097002,Select Service,Focused Service
Hilton Garden Inn Salina,SLNTC,Hilto,97.0,2018-07-22,3917.82,0.47639,1866.41,Hilton Garden Inn,2,1.9398075511592046,Select Service,Focused Service
Hampton Inn York,YRKPA,Hilto,144.0,2015-04-28,3910.93,0.73779,2885.46,Hampton Inn by Hilton,3,1.304377958999842,Select Service,Focused Service
Hampton Inn Asheville-Tunnel Rd.,AVLTU,Hilto,120.0,2016-05-27,3881.08,0.54043,2097.47,Hampton Inn by Hilton,3,1.553306822402377,Select Service,Focused Service
"Hilton Garden Inn Seattle/Bothell, WA",SEABO,Hilto,128.0,2017-05-22,3816.85,0.54309,2072.88,Hilton Garden Inn,3,1.432125322981903,Select Service,Focused Service
"Homewood Suites Lafayette Airport, LA",LFTKS,Hilto,129.0,2014-10-28,3793.29,0.53278,2021.0,Homewood Suites by Hilton,3,1.4122521245826114,All Suites,All Suites
Hilton Garden Inn Riverhead,ISPRH,Hilto,114.0,2018-05-24,3775.58,0.64981,2453.42,Hilton Garden Inn,3,1.5906137283886705,Select Service,Focused Service
Hilton Garden Inn Omaha East Council Bluffs,OMAEA,Hilto,153.0,2015-03-20,3703.24,0.57376,2124.77,Hilton Garden Inn,4,1.162455479239633,Select Service,Focused Service
Embassy Suites by Hilton Arcadia,LAXHD,Hilto,191.0,2018-06-08,3647.31,0.58903,2148.36,Embassy Suites,4,0.9171179868187626,All Suites,All Suites
Hampton Inn Oneonta,ONHNJ,Hilto,106.0,2014-12-08,3627.0,0.54289,1969.05,Hampton Inn by Hilton,3,1.6433406237789348,Select Service,Focused Service
Hampton Inn Titusville (I-95) Kennedy Space Center,TIXFL,Hilto,86.0,2015-11-18,3519.2,0.57345,2018.07,Hampton Inn by Hilton,2,1.9653115146078175,Select Service,Focused Service
Hampton Inn Jupiter/Juno Beach,PBIJB,Hilto,89.0,2016-12-27,3494.0,0.49587,1732.58,Hampton Inn by Hilton,2,1.8854663890523362,Select Service,Focused Service
TRU by Hilton Garland Richardson,DALGL,Hilto,91.0,2018-01-23,3420.0,0.69411,2373.87,Tru by Hilton,2,1.8049726045269134,Select Service,Focused Service
Hilton Dallas Plano Granite Park,DALPG,Hilto,299.0,2014-08-15,3375.74,0.59173,1997.51,Hilton Hotels & Resorts,5,0.5422302001022091,Full Service,Full Service
Tru By Hilton St. Charles St. Louis,STLMO,Hilto,87.0,2018-06-21,3356.84,0.52029,1746.53,Tru by Hilton,2,1.8530933173287332,Select Service,Focused Service
Homewood Suites Harrisburg West Hershey Area,HARHW,Hilto,116.0,2015-06-13,3344.46,0.60595,2026.58,Homewood Suites by Hilton,3,1.38469434261238,All Suites,All Suites
Tru by Hilton Auburn,CSGAA,Hilto,98.0,2018-03-29,3340.26,0.65515,2188.36,Tru by Hilton,2,1.6369676544687108,Select Service,Focused Service
Home2 Suites by Hilton La Crosse,LSEHT,Hilto,107.0,2018-12-26,3338.19,0.66288,2212.83,Home2 Suites by Hilton,3,1.4983496649238082,All Suites,Focused Service
Hilton Garden Inn Portland Downtown Waterfront,PWMDH,Hilto,120.0,2018-01-31,3298.6,0.47723,1574.18,Hilton Garden Inn,3,1.3201835273626106,Select Service,Focused Service
Crowne Plaza Greenville-I-385-Roper Mtn Rd,GSPRM,IHG,202.0,2018-09-19,4345.6,0.62911,2733.85,Crowne Plaza,5,1.0331997198644058,Full service,Full service
Hampton Inn & Suites Asheville (I-26),AVLAP,Hilto,95.0,2014-10-13,3243.86,0.60168,1951.75,Hampton Inn & Suites by Hilton,2,1.6399265540036359,Select Service,Focused Service
Hampton Inn & Suites Baton Rouge Downtown,BTRDN,Hilto,137.0,2015-03-13,3189.7,0.6002,1914.46,Hampton Inn & Suites by Hilton,3,1.1181888880693516,Select Service,Focused Service
Tru By Hilton Cheyenne,CYSND,Hilto,100.0,2017-08-14,3162.22,0.57007,1802.68,Tru by Hilton,3,1.5187209436354552,Select Service,Focused Service
Tru by Hilton Wichita Northeast,MCIWI,Hilto,98.0,2018-06-22,3119.5,0.62127,1938.06,Tru by Hilton,2,1.5287793758914405,Select Service,Focused Service
Hampton Inn Rapid City,RAPHA,Hilto,82.0,2018-02-08,3106.06,0.58927,1830.3,Hampton Inn by Hilton,2,1.8192060402565062,Select Service,Focused Service
Home2 Suites Parc Lafayette,LFTHT,Hilto,106.0,2016-08-03,3101.34,0.54781,1698.96,Home2 Suites by Hilton,3,1.4051717700994104,All Suites,Focused Service
Home2 Suites by Hilton Irving / DFW Airport North,DALIV,Hilto,93.0,2018-09-27,3092.62,0.63209,1954.81,Home2 Suites by Hilton,2,1.5970904490828586,All Suites,Focused Service
Hilton Garden Inn Orlando Airport,ORLAH,Hilto,132.0,2013-11-21,3075.29,0.69502,2137.4,Hilton Garden Inn,3,1.1189174470334418,Select Service,Focused Service
Tru by Hilton Deadwood,RAPSD,Hilto,108.0,2018-06-28,3025.16,0.63673,1926.21,Tru by Hilton,3,1.3452732134293588,Select Service,Focused Service
Homewood Suites by Hilton Trophy Club Fort Worth North,FTWTR,Hilto,110.0,2018-09-18,3013.29,0.64484,1943.09,Homewood Suites by Hilton,3,1.3156311452792029,All Suites,All Suites
Hilton Garden Inn Jackson/Clinton,JANCL,Hilto,107.0,2018-11-08,3007.58,0.62984,1894.3,Hilton Garden Inn,3,1.3499550610455207,Select Service,Focused Service
Hampton Inn & Suites Tarpon Springs,TPATS,Hilto,84.0,2015-08-03,2988.42,0.62311,1862.11,Hampton Inn & Suites by Hilton,2,1.708630872335871,Select Service,Focused Service
Hampton Inn & Suites Los Angeles Burbank Airport,LAXBK,Hilto,99.0,2014-11-18,2976.31,0.68502,2038.82,Hampton Inn & Suites by Hilton,2,1.4438725829781272,Select Service,Focused Service
Hilton Garden Inn Knoxville West Cedar Bluff,TYSKH,Hilto,118.0,2014-09-22,2952.83,0.6865,2027.13,Hilton Garden Inn,3,1.201828056001818,Select Service,Focused Service
Hotel MdR Marina Del Ray - a DoubleTree by Hilton,LAXMA,Hilto,283.0,2018-01-23,2940.88,0.60632,1783.11,DoubleTree by Hilton,5,0.49908758789628754,Full Service,Full Service
Homewood Suites Asheville Tunnel Road,AVLHW,Hilto,94.0,2014-10-31,2921.86,0.50355,1471.31,Homewood Suites by Hilton,2,1.4928543926151971,All Suites,All Suites
Hampton Inn Chicago McCormick Place,CHIMC,Hilto,95.0,2018-08-07,2901.75,0.73028,2119.09,Hampton Inn by Hilton,2,1.4669735679345133,Select Service,Focused Service
DoubleTree by Hilton Hotel San Francisco Airport,SFOAO,Hilto,395.0,2018-05-24,2830.92,0.64904,1837.38,DoubleTree by Hilton,5,0.3442043875566415,Full Service,Full Service
Hilton Garden Inn Cincinnati Blue Ash,CVGBO,Hilto,122.0,2018-09-28,2786.03,0.54004,1504.57,Hilton Garden Inn,3,1.0967606464157333,Select Service,Focused Service
Hilton Garden Inn Memphis Wolfchase Galleria,MEMCW,Hilto,124.0,2015-03-07,2768.31,0.6702,1855.31,Hilton Garden Inn,3,1.0722077383659896,Select Service,Focused Service
Homewood Suites by Hilton Denver International Airport,DENIP,Hilto,117.0,2016-05-30,2759.14,0.55883,1541.9,Homewood Suites by Hilton,3,1.1325927480305624,All Suites,All Suites
Hampton Inn & Suites Glendale,LAXGL,Hilto,94.0,2017-08-14,2753.65,0.63417,1746.29,Hampton Inn & Suites by Hilton,2,1.4069115215050816,Select Service,Focused Service
Homewood Suites Durham Chapel Hill (I-40),RDUHW,Hilto,96.0,2015-08-11,2740.18,0.52768,1445.93,Homewood Suites by Hilton,2,1.3708620695175522,All Suites,All Suites
Hampton Inn Denver-Gateway Park,DENAP,Hilto,115.0,2016-05-30,2732.19,0.66475,1816.21,Hampton Inn by Hilton,3,1.1410349787261054,Select Service,Focused Service
Homewood Suites Reading,RDGPA,Hilto,119.0,2015-05-14,2721.42,0.67801,1845.14,Homewood Suites by Hilton,3,1.0983342120803443,All Suites,All Suites
Hilton Garden Inn Charlotte/Ayrsley,CLTAY,Hilto,120.0,2018-09-27,2702.58,0.72081,1948.04,Hilton Garden Inn,3,1.0816411803127521,Select Service,Focused Service
TRU by Hilton Sumter,SSCSC,Hilto,90.0,2018-08-07,2611.82,0.62093,1621.76,Tru by Hilton,2,1.393755629837391,Select Service,Focused Service
Home2 Suites by Hilton Fort Worth Northlake,DFWNL,Hilto,104.0,2018-09-26,2603.0,0.63133,1643.36,Home2 Suites by Hilton,3,1.2020616164870208,All Suites,Focused Service
Home2 Suites Birmingham Colonnade,BHMHT,Hilto,107.0,2018-05-14,2556.25,0.55709,1424.07,Home2 Suites by Hilton,3,1.147375173660422,All Suites,Focused Service
Hampton Inn & Suites Palm Desert,PLMHS,Hilto,88.0,2014-10-30,2537.5,0.61483,1560.14,Hampton Inn & Suites by Hilton,2,1.3848708683639717,Select Service,Focused Service
Hilton Garden Inn Sun Prairie Madison,MSNSP,Hilto,124.0,2018-09-10,2514.2,0.5992,1506.5,Hilton Garden Inn,3,0.9737871465983835,Select Service,Focused Service
"Tru by Hilton Jackson, MI",LANJA,Hilto,93.0,2018-08-20,2462.55,0.57541,1416.97,Tru by Hilton,2,1.271709775332564,Select Service,Focused Service
Home2 Suites by Hilton Hilton Head,HHHHT,Hilto,99.0,2018-11-01,2458.54,0.55549,1365.7,Home2 Suites by Hilton,2,1.1926911175768131,All Suites,Focused Service
Avid Hotel Oklahoma City - Quail Springs,OKCAV,IHG,87.0,2018-08-07,2454.05,0.54106,1327.8,Avid Hotels,2,1.3547215998947157,All Suites,Focused Service
Hilton Garden Inn Mobile West I-65/Airport Blvd.,MOBWS,Hilto,101.0,2017-02-10,2391.59,0.68211,1631.32,Hilton Garden Inn,3,1.13723772000668,Select Service,Focused Service
Homewood Suites Denver Tech Center,DENHW,Hilto,113.0,2013-10-09,2380.23,0.63431,1509.8,Homewood Suites by Hilton,3,1.0116409066010756,All Suites,All Suites
Crowne Plaza Milwaukee West,MKEMR,IHG,198.0,2017-09-28,4362.68,0.62234,2715.08,Crowne Plaza,4,1.0582153808418842,Full service,Full service
Home2 Suites by Hilton Dallas Grand Prairie,DFWGP,Hilto,96.0,2018-10-17,2300.34,0.66938,1539.81,Home2 Suites by Hilton,2,1.1508181407768856,All Suites,Focused Service
Tru by Hilton Staunton,SHDST,Hilto,90.0,2018-11-09,2298.48,0.65492,1505.33,Tru by Hilton,2,1.2265467911527772,Select Service,Focused Service
Tru by Hilton Syracuse North Airport Area,SYRAA,Hilto,93.0,2018-06-22,2286.85,0.58575,1339.52,Tru by Hilton,2,1.180974802428082,Select Service,Focused Service
Home2 Suites by Hilton Minneapolis - Eden Prarie,MSPEN,Hilto,102.0,2018-09-06,2249.0,0.6159,1385.16,Home2 Suites by Hilton,3,1.0589493414455726,All Suites,Focused Service
Hilton Philadelphia City Avenue,PHLPH,Hilto,209.0,2015-09-03,2235.95,0.65034,1454.12,Full Services,5,0.513808994450555,Other,Other
Tru by Hilton Sterling Heights Detroit,DTWSH,Hilto,98.0,2018-05-15,2198.9,0.60461,1329.47,Tru by Hilton,2,1.077619160008876,Select Service,Focused Service
Hilton Garden Inn Ottawa Downtown,YOWCD,Hilto,175.0,2018-12-31,2185.75,0.63573,1389.55,Hilton Garden Inn,4,0.5998578399354516,Select Service,Focused Service
Hilton Garden Inn Allentown Bethlehem Airport,ABEGI,Hilto,106.0,2015-01-15,2170.5,0.72976,1583.95,Hilton Garden Inn,3,0.9834217876791227,Select Service,Focused Service
Tru by Hilton Amarillo West,AMATX,Hilto,90.0,2018-08-27,2165.33,0.62856,1361.03,Tru by Hilton,2,1.155493440572397,Select Service,Focused Service
Candlewood Suites - Fort Collins,FCLCW,IHG,83.0,2018-12-13,2159.36,0.63045,1361.37,Candlewood Suites,2,1.2494902189153894,All Suites,All Suites
Hampton Inn & Suites Southwest/Sioux Falls,FSDSW,Hilto,93.0,2018-11-09,2154.15,0.52345,1127.59,Hampton Inn & Suites by Hilton,2,1.1124458843607814,Select Service,Focused Service
Homewood Suites Poplar,MEMPO,Hilto,140.0,2013-12-16,2103.3,0.48501,1020.12,Homewood Suites by Hilton,3,0.7215377986596336,All Suites,All Suites
Tru by Hilton Bryan College Station,CLLCS,Hilto,98.0,2018-08-27,2094.81,0.57159,1197.37,Tru by Hilton,2,1.0266075731402944,Select Service,Focused Service
Hilton Garden Inn Dallas Downtown,DALPA,Hilto,171.0,2018-04-13,2092.45,0.51399,1075.5,Hilton Garden Inn,4,0.587685370365502,Select Service,Focused Service
Embassy Suites Blue Ash,CVGBA,Hilto,234.0,2016-08-30,2087.5,0.69484,1450.48,Embassy Suites,5,0.4284464292340728,All Suites,All Suites
Hampton Inn & Suites Blythe,BLHBL,Hilto,81.0,2016-03-30,2068.65,0.56098,1160.47,Hampton Inn & Suites by Hilton,2,1.2265574638302958,Select Service,Focused Service
Hampton Inn Charleston Southridge,CRWSO,Hilto,139.0,2015-06-17,2057.71,0.46831,963.65,Hampton Inn by Hilton,3,0.7109765370936046,Select Service,Focused Service
Hampton Inn Waterloo,ALOIA,Hilto,101.0,2018-01-30,2033.47,0.57171,1162.56,Hampton Inn by Hilton,3,0.9669461682403688,Select Service,Focused Service
Hampton Inn & Suites by Hilton Snellville,ATLSV,Hilto,100.0,2018-12-20,2013.95,0.61522,1239.03,Hampton Inn & Suites by Hilton,3,0.9672407499903944,Select Service,Focused Service
TRU by Hilton York,THVPA,Hilto,106.0,2017-10-12,2008.69,0.54567,1096.08,Tru by Hilton,3,0.910108044548803,Select Service,Focused Service
Tru by Hilton Roanoke Hollins,ROARH,Hilto,82.0,2018-08-30,2006.21,0.61658,1236.98,Tru by Hilton,2,1.175028605378842,Select Service,Focused Service
Tru by Hilton Shepherdsville Louisville South,SDFRU,Hilto,83.0,2018-12-06,2002.96,0.59048,1182.7,Tru by Hilton,2,1.1589910570163235,Select Service,Focused Service
Hilton Garden Inn Kennett Square,PHLKS,Hilto,92.0,2015-07-22,1970.25,0.62553,1232.45,Hilton Garden Inn,2,1.028535793097803,Select Service,Focused Service
Hampton Inn & Suites Trophy Club,FTWTC,Hilto,94.0,2015-03-11,1940.75,0.68725,1333.79,Hampton Inn & Suites by Hilton,2,0.9915797343021034,Select Service,Focused Service
Tru by Hilton Lawrence,LWCNE,Hilto,82.0,2018-12-19,1929.13,0.57132,1102.15,Tru by Hilton,2,1.1298831794749729,Select Service,Focused Service
Hampton Inn Harrisburg West,HRBPA,Hilto,129.0,2015-04-30,1898.1,0.65805,1249.04,Hampton Inn by Hilton,3,0.7066677627258275,Select Service,Focused Service
Hampton Inn Magnolia,AGOSN,Hilto,68.0,2018-04-03,1878.07,0.61953,1163.52,Hampton Inn by Hilton,1,1.326443523580716,Select Service,Focused Service
Hilton Garden Inn Saskatoon Downtown,YXESD,Hilto,180.0,2014-10-08,1874.85,0.60295,1130.44,Hilton Garden Inn,4,0.5002417361457973,Select Service,Focused Service
Tru by Hilton Williamsville Buffalo Airport,BUFRU,Hilto,79.0,2018-04-04,1828.02,0.47685,871.7,Tru by Hilton,1,1.1113215925234408,Select Service,Focused Service
Hampton Inn & Suites Fort Lauderdale Miramar,FLLMM,Hilto,122.0,2015-07-23,1825.25,0.72856,1329.81,Hampton Inn & Suites by Hilton,3,0.7185358269187041,Select Service,Focused Service
Homewood Suites Philadelphia Valley Forge,PHLHW,Hilto,123.0,2015-06-21,1783.0,0.66667,1188.68,Homewood Suites by Hilton,3,0.6961969761857683,All Suites,All Suites
"Home2 Suites by Hilton Columbus, GA",CSGBP,Hilto,81.0,2018-11-20,1770.83,0.60913,1078.66,Home2 Suites by Hilton,2,1.0499720850190233,All Suites,Focused Service
Hilton Garden Inn Cedar Falls,ALOCF,Hilto,113.0,2018-01-12,1669.2,0.55515,926.65,Hilton Garden Inn,3,0.7094402647216931,Select Service,Focused Service
