Property Name,Property Code,Brand,#Rooms,Activation Date,Revenue,Profit Margin,Gross Profit,Flag,Size Subset,SPOR,Group,Type
Hampton Inn & Suites Riverton,RIWWY,Hilto,89.0,2018-05-03,1646.61,0.55685,916.92,Hampton Inn & Suites by Hilton,2,0.8885597627010496,Select Service,Focused Service
Hampton Inn & Suites DuPont,SEADP,Hilto,115.0,2015-08-13,1604.5,0.64828,1040.17,Hampton Inn & Suites by Hilton,3,0.6700817378608501,Select Service,Focused Service
Hampton Inn Kennewick at Southridge,VSKTC,Hilto,80.0,2015-06-29,1585.75,0.54299,861.05,Hampton Inn by Hilton,2,0.9519861586045261,Select Service,Focused Service
Hilton Garden Inn Bristol,TRIGI,Hilto,104.0,2015-04-03,1537.63,0.64497,991.72,Hilton Garden Inn,3,0.7100752990237947,Select Service,Focused Service
Hampton Inn & Suites Red Deer,YQFRD,Hilto,110.0,2014-12-15,1487.45,0.54619,812.43,Hampton Inn & Suites by Hilton,3,0.6494348526180854,Select Service,Focused Service
Hampton Inn Eufaula,EUFHX,Hilto,78.0,2018-09-24,1478.79,0.62141,918.94,Hampton Inn by Hilton,1,0.9105374300652279,Select Service,Focused Service
Home2 Suites by Hilton Plymouth Minneapolis,MSPPL,Hilto,102.0,2018-08-22,1475.5,0.61129,901.96,Home2 Suites by Hilton,3,0.6947442211218063,All Suites,Focused Service
Homewood Suites by Hilton Syracuse/Liverpool,SYRHW,Hilto,102.0,2018-06-07,1461.33,0.57089,834.26,Homewood Suites by Hilton,3,0.6880722281612532,All Suites,All Suites
Hampton Inn Orlando-Maingate South,MCOSW,Hilto,83.0,2018-02-08,1452.27,0.60861,883.86,Hampton Inn by Hilton,2,0.8403402675905141,Select Service,Focused Service
"Hampton Inn Middletown, NY",MLTNY,Hilto,127.0,2015-05-14,1429.92,0.62836,898.5,Hampton Inn by Hilton,3,0.5407467532958656,Select Service,Focused Service
DoubleTree by Hilton Hotel Bemidji,BJILS,Hilto,92.0,2018-01-26,1412.69,0.572,808.06,DoubleTree by Hilton,2,0.7374709958387694,Full Service,Full Service
Hampton Inn Henderson,HDSNC,Hilto,75.0,2018-09-26,1392.69,0.54428,758.02,Hampton Inn by Hilton,1,0.8918238752065163,Select Service,Focused Service
Hampton Inn & Suites Phenix City- Columbus Area,CSGPC,Hilto,81.0,2018-09-19,1375.81,0.58214,800.92,Hampton Inn & Suites by Hilton,2,0.8157542476070669,Select Service,Focused Service
Homewood Suites Reno,RNOHW,Hilto,96.0,2015-08-09,1369.84,0.60138,823.79,Homewood Suites by Hilton,2,0.6853059643191044,All Suites,All Suites
Hampton Inn & Suites Lincoln Northeast I-80,LNKNH,Hilto,83.0,2015-05-19,1345.4,0.68429,920.65,Hampton Inn & Suites by Hilton,2,0.7785011024232944,Select Service,Focused Service
Hampton Inn Montrose,MTJCO,Hilto,64.0,2017-12-19,1340.51,0.5877,787.82,Hampton Inn by Hilton,1,1.0059490505052444,Select Service,Focused Service
Comfort Suites Downtown Orlando,FL094,Choic,122.0,2017-07-13,1326.5,0.56571,750.42,Comfort Suites,3,0.5221957399850218,Other,Other
"Hilton Garden Inn Fredericton, New Brunswick",YFCNW,Hilto,110.0,2018-09-18,1262.0,0.50675,639.52,Hilton Garden Inn,3,0.5510012329853263,Select Service,Focused Service
Hampton Inn Searcy,SRCSP,Hilto,73.0,2018-04-04,1248.25,0.50354,628.54,Hampton Inn by Hilton,1,0.8212296398208181,Select Service,Focused Service
Home2 Suites by Hilton Murfreesboro,MBTHT,Hilto,75.0,2017-09-18,1236.68,0.73799,912.66,Home2 Suites by Hilton,1,0.7919212100254863,All Suites,Focused Service
Hampton Inn Winchester-University/Mall Area,WNCVA,Hilto,101.0,2018-03-13,1064.78,0.53057,564.94,Hampton Inn by Hilton,3,0.5063192183897377,Select Service,Focused Service
Holiday Inn Express & Suites Kansas City Airport,MKCAI,IHG,109.0,2018-06-25,1029.05,0.72803,749.18,Holiday Inn Express & Suites,3,0.4534149963534692,Other,Other
Hampton Inn & Suites Lake Jackson Clute,LJNCL,Hilto,67.0,2015-08-26,1003.57,0.55723,559.22,Hampton Inn & Suites by Hilton,1,0.719380677585676,Select Service,Focused Service
Delta Colonial Hotel,RDLN01,Marri,100.0,2014-11-24,993.4,0.59374,589.82,Delta Hotels,3,0.47710070311599484,Full Service,Classic Premium
Home2 Suites by Hilton Chicago McCormick Place,CHIMI,Hilto,95.0,2018-08-07,963.5,0.72523,698.76,Home2 Suites by Hilton,2,0.4870953847522714,All Suites,Focused Service
Hampton Inn Houston/Stafford,HOUST,Hilto,85.0,2018-11-05,865.5,0.64241,556.01,Hampton Inn by Hilton,2,0.4890283619499207,Select Service,Focused Service
Hampton Inn Lancaster,LNSGF,Hilto,129.0,2015-05-18,861.46,0.60779,523.59,Hampton Inn by Hilton,3,0.32072388750739766,Select Service,Focused Service
Hilton Garden Inn Wilkes Barre,AVPWI,Hilto,123.0,2015-06-02,767.8,0.61455,471.85,Hilton Garden Inn,3,0.2997981145908204,Select Service,Focused Service
Hampton Inn & Suites Birmingham Hoover Galleria,BHMRC,Hilto,102.0,2015-09-09,741.25,0.73582,545.43,Hampton Inn & Suites by Hilton,3,0.34902009753069396,Select Service,Focused Service
Homewood Suites by Hilton Ottawa Downtown,YOWQS,Hilto,171.0,2018-12-31,706.25,0.61331,433.15,Homewood Suites by Hilton,4,0.19835732888271443,All Suites,All Suites
Hampton Inn Raleigh/Clayton I-40,RDUCL,Hilto,72.0,2018-09-29,664.22,0.61133,406.06,Hampton Inn by Hilton,1,0.44306286633965586,Select Service,Focused Service
Tru by Hilton Smyrna Nashville,BNASN,Hilto,79.0,2018-12-04,627.41,0.59212,371.5,Tru by Hilton,1,0.3814259583402435,Select Service,Focused Service
Hampton Inn Greensboro-East,GSOEA,Hilto,78.0,2018-09-29,617.24,0.52578,324.53,Hampton Inn by Hilton,1,0.38005404643895435,Select Service,Focused Service
Hampton Inn & Suites Albany Airport,ALBAP,Hilto,85.0,2015-07-18,542.44,0.45369,246.1,Hampton Inn & Suites by Hilton,2,0.3064916749348527,Select Service,Focused Service
Tru by Hilton Harbison Columbia,CAEHB,Hilto,85.0,2018-08-23,514.9,0.46028,237.0,Tru by Hilton,2,0.290930911112668,Select Service,Focused Service
Hilton Garden Inn Times Square,NYCMW,Hilto,369.0,2017-10-27,45559.47,0.72721,33131.09,Hilton Garden Inn,5,5.929774771102304,Select Service,Focused Service
Hilton Garden Inn New York/West 35th Street,NYCTF,Hilto,298.0,2018-11-13,40368.62,0.52108,21035.16,Hilton Garden Inn,5,6.505992228514374,Select Service,Focused Service
DoubleTree Suites by Hilton Hotel Boston - Cambridge,BOSSB,Hilto,308.0,2018-06-11,32212.47,0.71014,22875.4,DoubleTree by Hilton,5,5.022954122567024,Full Service,Full Service
InterContinental New Orleans,MSYHA,IHG,484.0,2018-09-20,24191.94,0.69072,16709.87,InterContinental,5,2.400552652410862,Full Service,Full Service
Crowne Plaza Greenville-I-385-Roper Mtn Rd,GSPRM,IHG,202.0,2018-09-19,4546.72,0.63223,2874.58,Crowne Plaza,5,1.0810175419509138,Full service,Full service
Embassy Suites by Hilton Washington DC Convention Center,WASCC,Hilto,384.0,2018-10-23,23507.25,0.71904,16902.54,Embassy Suites,5,2.940062092970761,All Suites,All Suites
Embassy Suites Portland Washington Square,PDXBV,Hilto,356.0,2015-12-17,19182.25,0.62014,11895.73,Embassy Suites,5,2.5878282513880353,All Suites,All Suites
Hilton Garden Inn Chicago McCormick Place,CHIMK,Hilto,466.0,2018-08-07,15250.25,0.72025,10984.04,Hilton Garden Inn,5,1.5717263980241052,Select Service,Focused Service
Embassy Suites Crystal City National Airport,WASCR,Hilto,267.0,2015-09-25,15129.32,0.72022,10896.49,Embassy Suites,5,2.7214104511750903,All Suites,All Suites
Hilton Garden Inn Staten Island,ewrsi,Hilto,198.0,2015-03-03,14922.92,0.67009,9999.72,Hilton Garden Inn,4,3.6197161999213714,Select Service,Focused Service
Homewood Suites Savannah Historic District,SAVRB,Hilto,162.0,2018-04-10,14378.67,0.63099,9072.86,Homewood Suites by Hilton,4,4.2627474460282695,All Suites,All Suites
Crowne Plaza Greenville-I-385-Roper Mtn Rd,GSPRM,IHG,202.0,2018-09-19,4710.41,0.62737,2955.19,Crowne Plaza,5,1.1199360945431,Full service,Full service
Homewood Suites New Orleans,MSYFR,Hilto,207.0,2017-07-20,12306.74,0.68867,8475.33,Homewood Suites by Hilton,5,2.8553449418654613,All Suites,All Suites
Embassy Suites by Hilton Miami International Airport,MIASP,Hilto,318.0,2018-02-06,12249.44,0.63018,7719.32,Embassy Suites,5,1.8500140033583894,All Suites,All Suites
Embassy Suites Orlando - International Drive / Convention Center,MCOOR,Hilto,244.0,2016-12-04,12160.05,0.65771,7997.76,Embassy Suites,5,2.393488996609447,All Suites,All Suites
Hampton Inn Manhattan Times Square Central,NYCFF,Hilto,300.0,2015-07-01,11900.84,0.54364,6469.77,Hampton Inn by Hilton,5,1.9052074128148972,Select Service,Focused Service
Embassy Suites Orlando Airport,MCOAT,Hilto,174.0,2018-02-02,11531.0,0.7131,8222.7,Embassy Suites,4,3.182758046573209,All Suites,All Suites
Home2 Suites by Hilton Los Angeles Montebello,LGBMO,Hilto,203.0,2018-09-19,11465.39,0.72011,8256.39,Home2 Suites by Hilton,5,2.7125558888164827,All Suites,Focused Service
Hilton Garden Inn Seattle Bellevue Downtown,SEABE,Hilto,254.0,2018-05-09,11370.95,0.61251,6964.77,Hilton Garden Inn,5,2.150051854086111,Select Service,Focused Service
Crowne Plaza Springfield,SPICC,IHG,288.0,2017-07-31,4769.0,0.59861,2854.77,Crowne Plaza,5,0.7952812357252939,Full service,Full service
Hilton Denver Inverness,DENIR,Hilto,302.0,2018-02-15,9864.2,0.65858,6496.33,Hilton Hotels & Resorts,5,1.5687033612827435,Full Service,Full Service
Embassy Suites by Hilton Laredo,LRDES,Hilto,320.0,2018-02-16,8965.82,0.60901,5460.26,Embassy Suites,5,1.3456308592999577,All Suites,All Suites
Embassy Suites Bloomington,MSPWE,Hilto,234.0,2015-10-19,8605.5,0.60604,5215.24,Embassy Suites,5,1.7662255074365572,All Suites,All Suites
Crowne Plaza Springfield,SPICC,IHG,288.0,2017-07-31,4871.0,0.60997,2971.18,Crowne Plaza,5,0.8122908155206346,Full service,Full service
Hampton Inn & Suites Pittsburgh Downtown,PITDN,Hilto,143.0,2014-12-30,7810.46,0.62222,4859.79,Hampton Inn & Suites by Hilton,3,2.6231702366101257,Select Service,Focused Service
DoubleTree Annapolis,ANPDT,Hilto,224.0,2016-08-05,7583.16,0.65372,4957.25,DoubleTree by Hilton,5,1.6258785519433114,Full Service,Full Service
Hampton Inn & Suites LAX El Segundo,LAXEL,Hilto,171.0,2018-06-22,7580.52,0.67838,5142.5,Hampton Inn & Suites by Hilton,4,2.129064352201054,Select Service,Focused Service
Embassy Suites Minneapolis Airport,MSPAP,Hilto,310.0,2018-05-09,7416.45,0.6544,4853.31,Embassy Suites,5,1.1490006655619411,All Suites,All Suites
Embassy Suites Lombard,CHILM,Hilto,262.0,2016-09-14,7244.72,0.61696,4469.71,Embassy Suites,5,1.3280248901830365,All Suites,All Suites
Hilton Garden Inn Chicago North Shore/Evanston,ORDEV,Hilto,178.0,2018-11-09,7211.72,0.64807,4673.68,Hilton Garden Inn,4,1.9458293742496444,Select Service,Focused Service
Hilton Garden Inn Jacksonville Downtown Southbank,JAXSB,Hilto,123.0,2018-12-17,7008.25,0.65381,4582.06,Hilton Garden Inn,3,2.7364680080504264,Select Service,Focused Service
Hilton Garden Inn Washington DC Bethesda,WASBT,Hilto,216.0,2015-04-14,6693.85,0.71084,4758.24,Hilton Garden Inn,5,1.4883604668371448,Select Service,Focused Service
Crowne Plaza Ventura Beach,VNTCA,IHG,235.0,2018-10-03,4996.72,0.56355,2815.91,Crowne Plaza,5,1.0211817678695365,Full service,Full service
Hilton Garden Inn Houston Hobby Airport,HOUMR,Hilto,136.0,2018-11-20,6515.74,0.60585,3947.59,Hilton Garden Inn,3,2.300968846831006,Select Service,Focused Service
Hilton Garden Inn Los Angeles Montebello,LGBMB,Hilto,121.0,2015-03-30,6436.6,0.71057,4573.68,Hilton Garden Inn,3,2.5548008473082784,Select Service,Focused Service
Homewood Suites by Hilton Washington DC NoMa Union Station,DCANE,Hilto,114.0,2018-09-13,6387.58,0.64931,4147.53,Homewood Suites by Hilton,3,2.6910229525479274,All Suites,All Suites
Embassy Suites Seattle - Bellevue,SEABL,Hilto,240.0,2016-03-09,6341.23,0.57944,3674.35,Embassy Suites,5,1.268960678654218,All Suites,All Suites
Hampton Inn Washington DC NoMa Union Station,DCANY,Hilto,125.0,2018-09-05,6291.92,0.64361,4049.56,Hampton Inn by Hilton,3,2.4174587927921003,Select Service,Focused Service
Crowne Plaza Springfield,SPICC,IHG,288.0,2017-07-31,5095.5,0.59554,3034.57,Crowne Plaza,5,0.8497285671290071,Full service,Full service
Tru by Hilton Chicopee Springfield,BDLRU,Hilto,108.0,2018-06-13,5887.96,0.60841,3582.27,Tru by Hilton,3,2.6183457634450833,Select Service,Focused Service
Tru by Hilton Raleigh Durham Airport,RDUAT,Hilto,106.0,2018-08-20,5867.84,0.67781,3977.26,Tru by Hilton,3,2.6586324361276494,Select Service,Focused Service
DoubleTree Suites Salt Lake City Downtown,SLCWS,Hilto,241.0,2016-03-04,5816.22,0.64816,3769.82,DoubleTree by Hilton,5,1.1590700496627584,Full Service,Full Service
Hampton Inn Indianapolis Dwtn Across from Circle Centre,INDDT,Hilto,180.0,2018-01-16,5739.79,0.57858,3320.93,Hampton Inn by Hilton,4,1.5314731923686085,Select Service,Focused Service
Hilton Garden Inn New York Midtown Park Ave,NYCET,Hilto,232.0,2015-10-15,5675.82,0.63228,3588.69,Hilton Garden Inn,5,1.1749693289329515,Select Service,Focused Service
Tru by Hilton Pigeon Forge,TYSPF,Hilto,102.0,2018-06-18,5518.98,0.59895,3305.61,Tru by Hilton,3,2.5986306075817187,Select Service,Focused Service
Homewood Suites by Hilton Ft.Lauderdale Airport-Cruise Port,FLLAR,Hilto,124.0,2018-08-29,5495.2,0.50718,2787.07,Homewood Suites by Hilton,3,2.1283728931618158,All Suites,All Suites
Doubletree by Hilton Denver Tech Center,DENEW,Hilto,305.0,2016-11-22,5389.34,0.69722,3757.55,DoubleTree by Hilton,5,0.8486363782377316,Full Service,Full Service
Crowne Plaza Palo Alto,SFOCA,IHG,195.0,2017-06-29,5101.24,0.6746,3441.28,Crowne Plaza,4,1.2563974491972338,Full service,Full service
Tru By Hilton Charlotte Ayrsley,CLTCA,Hilto,92.0,2018-04-27,5357.7,0.59389,3181.88,Tru by Hilton,2,2.796896951493516,Select Service,Focused Service
Hilton Garden Inn Abilene,ABIAB,Hilto,123.0,2015-03-19,5329.32,0.60987,3250.18,Hilton Garden Inn,3,2.08090660074388,Select Service,Focused Service
Hampton Inn & Suites Syracuse North Airport Area,SYRNA,Hilto,105.0,2018-06-01,5021.56,0.59665,2996.12,Hampton Inn & Suites by Hilton,3,2.296863879451193,Select Service,Focused Service
Tru By Hilton Lake Charles,LCHRU,Hilto,98.0,2018-05-23,4797.37,0.69915,3354.06,Tru by Hilton,2,2.3510563598398204,Select Service,Focused Service
Tru by Hilton Fayetteville I-95,FAYRU,Hilto,109.0,2018-12-20,4745.89,0.66831,3171.71,Tru by Hilton,3,2.0911109246819555,Select Service,Focused Service
Hampton Inn Orlando International Drive/Convention Center,MCOCC,Hilto,170.0,2018-01-29,4741.82,0.6732,3192.2,Hampton Inn by Hilton,4,1.3396212982445828,Select Service,Focused Service
Tru by Hilton Meridian Boise West,BOIMW,Hilto,92.0,2018-04-21,4735.71,0.63159,2991.01,Tru by Hilton,2,2.472197559056565,Select Service,Focused Service
Hampton Inn & Suites Mount Vernon Belvoir Alexandria South Area,WASFB,Hilto,131.0,2014-12-30,4675.5,0.55688,2603.7,Hampton Inn & Suites by Hilton,3,1.7141257009382798,Select Service,Focused Service
Hilton Garden Inn New Orleans French Quarter CBD,MSYOR,Hilto,155.0,2016-01-16,4594.32,0.66363,3048.95,Hilton Garden Inn,4,1.4235589096682475,Select Service,Focused Service
Embassy Suites Seattle North Lynnwood,SEALW,Hilto,240.0,2018-02-23,4583.24,0.57621,2640.92,Embassy Suites,5,0.9171645470729114,All Suites,All Suites
The Saratoga Hilton (Gift Shop),ALBSA:Gift Shop,Hilto,245.0,2017-07-17,4551.8,0.60979,2775.66,Hilton Hotels & Resorts,5,0.8922837587026973,Full Service,Full Service
Embassy Suites Dallas Love Field,DALLF,Hilto,248.0,2016-11-02,4514.99,0.61013,2754.72,Embassy Suites,5,0.874361472639455,All Suites,All Suites
Tru by Hilton Fort Wayne North,FWARU,Hilto,92.0,2018-06-27,4482.25,0.57141,2561.2,Tru by Hilton,2,2.339883039519161,Select Service,Focused Service
"Hampton Inn & Suites Roseburg, OR",OTHRO,Hilto,90.0,2018-04-22,4476.35,0.61635,2759.02,Hampton Inn & Suites by Hilton,2,2.3887320005293646,Select Service,Focused Service
Hilton Garden Inn Cincinnati Midtown,CVGMD,Hilto,120.0,2018-10-17,4425.75,0.71143,3148.6,Hilton Garden Inn,3,1.7712975948053944,Select Service,Focused Service
Homewood Suites San Diego Airport Liberty Station,SANLS,Hilto,150.0,2014-10-21,4360.39,0.55806,2433.34,Homewood Suites by Hilton,4,1.396111089765756,All Suites,All Suites
Crowne Plaza Baltimore,IHG-BALWB,IHG,385.0,2018-06-08,5245.4,0.62115,3258.17,Crowne Plaza,5,0.6543404726061197,Full service,Full service
"Hilton Garden Inn Seattle/Bothell, WA",SEABO,Hilto,128.0,2017-05-22,4348.35,0.53685,2334.42,Hilton Garden Inn,3,1.6315501390383063,Select Service,Focused Service
TRU by Hilton Syracuse - Camillus,SYRRU,Hilto,92.0,2018-07-19,4328.58,0.62817,2719.08,Tru by Hilton,2,2.259662206972358,Select Service,Focused Service
Hilton Garden Inn Denver Airport,DENAH,Hilto,157.0,2013-10-10,4273.27,0.63418,2710.02,Hilton Garden Inn,4,1.307213674971043,Select Service,Focused Service
Tru by Hilton Madison West,MSNCB,Hilto,106.0,2018-04-11,4193.82,0.59248,2484.77,Tru by Hilton,3,1.9001584711377368,Select Service,Focused Service
Hampton Inn & Suites Hood River,PDXHR,Hilto,88.0,2018-09-17,4188.6,0.55684,2332.39,Hampton Inn & Suites by Hilton,2,2.285978372110082,Select Service,Focused Service
Hilton Garden Inn San Antonio Live Oak Convention Center,SATLI,Hilto,138.0,2017-06-27,4178.15,0.64016,2674.69,Hilton Garden Inn,3,1.4540885078650205,Select Service,Focused Service
Hilton Garden Inn Tampa - Wesley Chapel,TPAWL,Hilto,124.0,2018-10-04,4137.12,0.65551,2711.91,Hilton Garden Inn,3,1.602368260255789,Select Service,Focused Service
Hampton Inn Asheville-Tunnel Rd.,AVLTU,Hilto,120.0,2016-05-27,4015.9,0.55465,2227.41,Hampton Inn by Hilton,3,1.6072652117672672,Select Service,Focused Service
Hilton Garden Inn Omaha East Council Bluffs,OMAEA,Hilto,153.0,2015-03-20,3999.99,0.56948,2277.91,Hilton Garden Inn,4,1.2556059808178082,Select Service,Focused Service
Hilton Garden Inn Greenville,GSPGV,Hilto,120.0,2018-04-23,3987.44,0.60312,2404.9,Hilton Garden Inn,3,1.5958747966854931,Select Service,Focused Service
Hampton Inn & Suites Asheville Biltmore Area,AVLBA,Hilto,114.0,2018-09-19,3971.88,0.5676,2254.43,Hampton Inn & Suites by Hilton,3,1.6733129361614356,Select Service,Focused Service
Hilton Garden Inn Seattle Issaquah,SEAIS,Hilto,179.0,2015-11-03,3933.44,0.64339,2530.73,Hilton Garden Inn,4,1.0553715919845161,Select Service,Focused Service
Hampton Inn Jupiter/Juno Beach,PBIJB,Hilto,89.0,2016-12-27,3889.09,0.50256,1954.5,Hampton Inn by Hilton,2,2.098668711791514,Select Service,Focused Service
Hampton Inn & Suites Columbia South,BALCO,Hilto,124.0,2015-06-30,3886.55,0.5791,2250.7,Hampton Inn & Suites by Hilton,3,1.505318763269409,Select Service,Focused Service
Tru by Hilton San Antonio Downtown,SATDO,Hilto,94.0,2018-04-25,3869.04,0.53719,2078.4,Tru by Hilton,2,1.9767933300034575,Select Service,Focused Service
Tru by Hilton Salt Lake City Airport,SLCRU,Hilto,95.0,2018-03-28,3799.19,0.57749,2193.98,Tru by Hilton,2,1.9206724595713358,Select Service,Focused Service
Hilton Garden Inn Riverhead,ISPRH,Hilto,114.0,2018-05-24,3789.48,0.64957,2461.53,Hilton Garden Inn,3,1.5964696580271902,Select Service,Focused Service
Tru By Hilton Cedar Rapids Westdale,CIDRU,Hilto,95.0,2018-02-16,3773.54,0.68408,2581.41,Tru by Hilton,2,1.9077051563861818,Select Service,Focused Service
Tru by Hilton North Platte,LBFRU,Hilto,98.0,2018-05-14,3759.53,0.57871,2175.67,Tru by Hilton,2,1.8424401112502478,Select Service,Focused Service
Hilton Richmond Downtown,RICRD (RICDT),Hilto,250.0,2015-10-19,3744.2,0.73649,2757.58,Full Services,5,0.7192915049756021,Other,Other
Homewood Suites by Hilton Odessa,MAFOD,Hilto,121.0,2017-10-09,3701.43,0.6426,2378.55,Homewood Suites by Hilton,3,1.4691633005394586,All Suites,All Suites
Tru by Hilton Louisville Airport,SDFLA,Hilto,98.0,2018-10-11,3647.85,0.62149,2267.11,Tru by Hilton,2,1.787708878456673,Select Service,Focused Service
Hilton Garden Inn Cincinnati Blue Ash,CVGBO,Hilto,122.0,2018-09-28,3599.49,0.55209,1987.26,Hilton Garden Inn,3,1.4169908361241506,Select Service,Focused Service
Embassy Suites by Hilton Arcadia,LAXHD,Hilto,191.0,2018-06-08,3489.16,0.67383,2351.1,Embassy Suites,4,0.8773510874832557,All Suites,All Suites
Hilton Garden Inn Orlando Airport,ORLAH,Hilto,132.0,2013-11-21,3461.56,0.69741,2414.11,Hilton Garden Inn,3,1.2594584178900463,Select Service,Focused Service
Crowne Plaza Springfield,SPICC,IHG,288.0,2017-07-31,5314.75,0.59391,3156.5,Crowne Plaza,5,0.8862908256596782,Full service,Full service
Hampton Inn Titusville (I-95) Kennedy Space Center,TIXFL,Hilto,86.0,2015-11-18,3397.85,0.5972,2029.18,Hampton Inn by Hilton,2,1.8975431148869553,Select Service,Focused Service
Homewood Suites Harrisburg West Hershey Area,HARHW,Hilto,116.0,2015-06-13,3362.67,0.60422,2031.78,Homewood Suites by Hilton,3,1.3922337612267366,All Suites,All Suites
Hilton Garden Inn Portland Downtown Waterfront,PWMDH,Hilto,120.0,2018-01-31,3326.05,0.50012,1663.42,Hilton Garden Inn,3,1.331169714783366,Select Service,Focused Service
Hilton Garden Inn Dallas Arlington,DFWAR,Hilto,132.0,2015-03-11,3312.49,0.67781,2245.24,Hilton Garden Inn,3,1.2052205984228497,Select Service,Focused Service
